OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2385451,04092016513,SUBWAY #59146,8320 LITCHFORD RD ,,RALEIGH,NC,27615,(919) 977-0441,2013/09/30 04:00:00+00,Restaurant,19505,-78.59988229,35.89223772,M
2385452,04092018552,It's a Wrap,10970 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(984) 295-9800,2021/03/08 05:00:00+00,Restaurant,19510,-78.84057157,35.85637651,M
2385453,04092018207,NAFKOT ETHIOPIAN RESTAURANT,2109-146 AVENT FERRY RD ,,RALEIGH,NC,27606-2198,(919) 886-8815,2019/10/28 04:00:00+00,Restaurant,19498,-78.67658538,35.77936846,M
2385454,04092110522,Lincoln Heights Elementary School Cafeteria,307 Bridges ST ,,FUQUAY-VARINA,NC,27526,(919) 557-2592,2017/12/19 05:00:00+00,Public School Lunchrooms,19511,-78.80978033,35.59015148,M
2385455,04092018364,China House,7063 Knightdale Blvd,,KNIGHTDALE,NC,27545,(919) 217-4484,2020/05/14 04:00:00+00,Restaurant,19513,-78.49327225,35.79797229,M
2385456,04092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,NC,27587,(919) 556-3647,2018/07/03 04:00:00+00,Restaurant,19514,-78.51867461,36.00548951,M
2385457,04092018324,Beans & Bubbles,3607-125 FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 322-4012,2020/02/19 05:00:00+00,Restaurant,19503,-78.56526166,35.93010621,M
2385458,04092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 263-8241,2016/02/19 05:00:00+00,Restaurant,19527,-78.4951784,35.96732914,M
2385459,04092015191,TASTE OF CHINA,6209 ROCK QUARRY RD ,STE 126,RALEIGH,NC,27610,(919) 773-2285,2008/08/04 04:00:00+00,Restaurant,19529,-78.54796019,35.72312495,M
2385460,04092030382,Tacos Sanjuan (WCID #656),903 N Smithfield RD ,,KNIGHTDALE,NC,27575,(919) 455-8661,2018/11/29 05:00:00+00,Mobile Food Units,19535,-78.48796476,35.79576936,M
2385461,04092022001,BIG CHEESE PIZZA,1030 N Rogers LN ,,RALEIGH,NC,27610,(919) 792-2245,2017/02/02 05:00:00+00,Food Stand,19549,-78.54836935,35.79167958,M
2385462,04092021869,FOOD LION #757 PRODUCE,1100-122 RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 829-7077,2015/08/19 04:00:00+00,Food Stand,19533,-78.61277558,35.79430477,M
2385463,04092017980,Four Points Cafe,1200 HURRICANE ALLEY WAY ,,RALEIGH,NC,27607,(919) 854-0502,2018/11/14 05:00:00+00,Restaurant,19554,-78.72528751,35.79764554,M
2385464,04092015702,The Starbar,1731 Trawick RD ,STE 105,RALEIGH,NC,27604,(919) 231-3535,2010/08/24 04:00:00+00,Restaurant,19561,-78.57833828,35.80069157,M
2385465,04092018451,KOI RAMEN,919 N HARRISON AVE ,,CARY,NC,27513,(919) 377-8088,2020/09/25 04:00:00+00,Restaurant,19579,-78.78340203,35.80068085,M
2385466,04092018162,3 Olives Pizza & Deli,1493 GARNER STATION BLVD,,RALEIGH,NC,27603,(919) 777-3530,2019/08/27 04:00:00+00,Restaurant,19588,-78.65539938,35.7237412,M
2385467,04092021868,FOOD LION #1491 PRODUCE,3151-113 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 790-6728,2015/08/27 04:00:00+00,Food Stand,19534,-78.58946217,35.82241942,M
2385468,04092018516,Triangle Wine Bedford,1540 DUNN RD,Suite 170,RALEIGH,NC,27614-9308,(919) 322-4270,2020/12/30 05:00:00+00,Restaurant,19591,-78.58619433,35.92539994,M
2385469,04092021934,CIRCLE K #2720457,705 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-1164,2016/02/24 05:00:00+00,Food Stand,19593,-78.84527736,35.72350124,M
2385470,04092018216,Nukkad Restaurant,1710 HIGH HOUSE RD,,CARY,NC,27513,(919) 378-9083,2019/11/05 05:00:00+00,Restaurant,19595,-78.84401301,35.79274209,M
2385471,04092018591,Wendy's #6338,12430 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 676-8933,2021/03/24 04:00:00+00,Restaurant,19596,-78.53512833,35.98551325,M
2385472,04092018339,Good Day Good Night,603 W MORGAN ST,,RALEIGH,NC,27603-1829,,2020/03/02 05:00:00+00,Restaurant,19597,-78.64794775,35.77972893,M
2385473,04092018186,Carolina Fish Fry,1566 BENSON RD,,GARNER,NC,27529,(919) 322-2223,2019/09/26 04:00:00+00,Restaurant,19599,-78.60448652,35.68442705,M
2385474,04092040396,Munchiez Hotdogs & Concessions (WCID #876),150 Fayetteville ST ,,RALEIGH,NC,27601,(919) 521-1091,2022/03/18 04:00:00+00,Pushcarts,19615,-78.63970962,35.77872217,M
2385475,04092016763,FIRST WATCH,6109 GLENWOOD AVE.,,RALEIGH,NC,27612,(919) 789-3347,2014/09/25 04:00:00+00,Restaurant,19618,-78.70249018,35.85532535,M
2385476,04092018709,AC Hotel Raleigh Downtown by Marriott,9 GLENWOOD AVE,,RALEIGH,NC,27603,,2021/09/21 04:00:00+00,Restaurant,19631,-78.64791199,35.78151994,M
2385477,04092015016,Wang's Kitchen,6300-114 Creedmoor RD ,,RALEIGH,NC,27612,(919) 846-8820,2007/11/26 05:00:00+00,Restaurant,19613,-78.67947283,35.87241027,M
2385478,04092016762,THE HOP YARD,1141 FALLS RIVER AVE.,STE. 114,RALEIGH,NC,27614,(919) 971-0631,2014/09/24 04:00:00+00,Restaurant,19638,-78.58877443,35.90718863,M
2385479,04092016768,LENOVO BUILDING 8 CAFETERIA,8001 DEVELOPMENT DRIVE,,MORRISVILLE,NC,27560,(919) 237-8600,2014/09/26 04:00:00+00,Restaurant,19643,-78.87825094,35.86448393,M
2385480,04092017007,RISE BISCUITS & DONUTS,1100 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 377-0385,2015/08/20 04:00:00+00,Restaurant,19648,-78.81800343,35.80772157,M
2385481,04092015597,HOT BREADS CAFE,1901  NW CARY PKY ,,MORRISVILLE,NC,27560,(919) 677-1331,2010/04/05 04:00:00+00,Restaurant,19649,-78.81047156,35.80913057,M
2385482,04092300233,Fresh Market #8 Meat Market ,3655 Cary PKY ,,CARY ,NC,27511,(919) 481-2865,2006/10/31 04:00:00+00,Meat Market,19637,0,0,U
2385483,04092018603,Subway #30443,9800 Holly Springs RD ,,Holly Springs,NC,27540,(919) 387-4818,2021/04/12 04:00:00+00,Restaurant,19658,-78.79913769,35.66712746,M
2385484,04092015094,Trali Irish Pub,10370 Moncreiffe ,Ste 109,RALEIGH,NC,27617,(919) 544-4141,2008/03/13 04:00:00+00,Restaurant,19657,-78.79238416,35.89997124,M
2385485,04092018486,Chen's Garden,523 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 557-7363,2020/11/24 05:00:00+00,Restaurant,19666,-78.83687096,35.65966057,M
2385486,04092015630,RIVER PUB,10940 RAVEN RIDGE  RD ,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010/05/11 04:00:00+00,Restaurant,19667,-78.59009973,35.90790792,M
2385487,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019/07/15 04:00:00+00,Food Stand,19669,-78.82197044,35.74562503,M
2385488,04092018619,Yemen Arab Restaurant,3933 WESTERN BLVD,,RALEIGH,NC,27606,(919) 703-0004,2021/05/04 04:00:00+00,Restaurant,19682,-78.69268901,35.78366523,M
2385489,04092016559,KING CHINESE BUFFET,1029 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 567-8989,2013/11/05 05:00:00+00,Restaurant,19695,-78.78267467,35.59365948,M
2385490,04092110540,South Lakes Elementary School Cafeteria,190 SE FUQUAY VARINA PKWY,,FUQUAY VARINA,NC,27526,,2020/08/05 04:00:00+00,Public School Lunchrooms,19698,-78.74479554,35.5819439,M
2385491,04092018248,PIZZA HUT #2025,6429-C GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 781-1133,2019/12/03 05:00:00+00,Restaurant,19697,-78.70640169,35.85864647,M
2385492,04092015015,Subway #42679,10300 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 469-1985,2007/11/30 05:00:00+00,Restaurant,19715,-78.82715668,35.83264302,M
2385493,04092021946,CIrcle K #2723475,3741 CAPITAL BLVD ,,RALEIGH,NC,27604-3329,(919) 875-0098,2016/02/22 05:00:00+00,Food Stand,19718,-78.58499917,35.83184496,M
2385494,04092018365,MI CANCUN 2,9605 CHAPEL HILL RD ,,MORRISVILLE ,NC,27560,(919) 481-9002,2020/05/14 04:00:00+00,Restaurant,19722,-78.81159503,35.80640931,M
2385495,04092021972,CARROLL'S KITCHEN,19 E MARTIN ST ,,RALEIGH,NC,27601,(919) 670-3622,2016/09/15 04:00:00+00,Food Stand,19725,-78.6384745,35.77708758,M
2385496,04092018343,Marco's Pizza,4203 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 762-4444,2020/03/09 04:00:00+00,Restaurant,19726,-78.65202042,35.72206935,M
2385497,04092015625,Bojangles #42,840 E Chatham ST ,,CARY,NC,27511,(919) 467-7030,2010/04/19 04:00:00+00,Restaurant,19731,-78.76021314,35.79096632,M
2385498,04092018223,Jumbo China,404-183 E SIX FORKS RD ,,RALEIGH,NC,27609,(919) 546-8858,2019/11/07 05:00:00+00,Restaurant,19711,-78.62593575,35.82034681,M
2385499,04092030524,El Sazon De Mi Tierra #2 (WCID #810),2929 Capital BLVD ,,RALEIGH ,NC,27604,(919) 221-4983,2021/03/02 05:00:00+00,Mobile Food Units,19732,-78.59462423,35.81991828,M
2385500,04092014852,Umstead Hotel & Spa Pool Bar,100 Woodland Pond DR ,,CARY,NC,27513,(919) 447-4190,2007/04/26 04:00:00+00,Restaurant,19733,-78.76458306,35.82989526,M
2385501,04092300275,PUBLIX #1514 MEATS,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Meat Market,19735,-78.5075981,35.94611021,M
2385502,04092018807,Bojangles #53,1541 Sunday DR ,,RALEIGH,NC,27607,(919) 322-2637,2022/02/20 05:00:00+00,Restaurant,19738,-78.729681,35.80016423,M
2385503,04092016895,FIRST WATCH #517,6320-130 CAPITAL BLVD.,,RALEIGH,NC,27616,(919) 900-8355,2015/03/20 04:00:00+00,Restaurant,19736,-78.58011487,35.87107688,M
2385504,04092016901,THE LODGE AT WAKE FOREST #5647,1151 S Main ST ,,WAKE FOREST,NC,27587,(919) 554-8768,2015/04/08 04:00:00+00,Restaurant,19739,-78.5170664,35.96434033,M
2385505,04092018404,Brecotea Baking Studio,1144 KILDAIRE FARM RD,,CARY,NC,27511,(919) 234-1555,2020/07/15 04:00:00+00,Restaurant,19745,-78.78337604,35.76638716,M
2385506,04092021754,TEAM BEVERAGE,6901 LOUISBURG  RD ,,RALEIGH,NC,27616,(919) 876-4400,2013/08/27 04:00:00+00,Food Stand,19752,-78.54588949,35.86930699,M
2385507,04092017156,SAINT JACQUES FRENCH CUISINE,6112 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 862-2770,2016/02/22 05:00:00+00,Restaurant,19759,-78.6187408,35.86627943,M
2385508,04092017501,Acacia Tree Asian Cuisine,101 KEYBRIDGE DR ,STE100,MORRISVILLE,NC,27560,(919) 677-1190,2017/01/17 05:00:00+00,Restaurant,19765,-78.82273397,35.82037774,M
2385509,04092016535,The Factory (at Goodnight's),851  W Morgan ST ,,RALEIGH,NC,27603,(919) 828-5233,2013/11/01 04:00:00+00,Restaurant,19772,-78.65517006,35.77977415,M
2385510,04092016902,BRAVOS PIZZERIA,9 N MAIN ST ,,WENDELL,NC,27591,(919) 365-6065,2015/03/18 04:00:00+00,Restaurant,19782,-78.37020736,35.78129589,M
2385511,04092016646,FILIPINO EXPRESS RESTAURANT,"3601 CAPITAL BLVD, STE 101",,RALEIGH,NC,27604,(919) 876-6911,2014/03/25 04:00:00+00,Restaurant,19792,-78.58592881,35.82958159,M
2385512,04092030238,EL PARAISO MEXICAN FOOD (WCID #242),1505 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 859-2544,2012/03/01 05:00:00+00,Mobile Food Units,19798,-78.630417,35.80238484,M
2385513,04092018411,Culver's of Fuquay Varina,1860 CINEMA DR ,,FUQUAY VARINA,NC,27526,,2020/07/24 04:00:00+00,Restaurant,19812,-78.75373572,35.60142745,M
2385514,04092016657,CITY BARBECUE,1305 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 439-5191,2014/03/28 04:00:00+00,Restaurant,19777,-78.78333323,35.76164635,M
2385515,04092016778,BIRYANI MAXX,590 E. CHATHAM ST.,,CARY,NC,27511,(919) 377-0346,2014/09/29 04:00:00+00,Restaurant,19834,-78.76832214,35.79037457,M
2385516,04092016906,SMOOTHIE U,2600 FOUNDER DR ,,RALEIGH,NC,27695,(919) 513-0809,2015/04/13 04:00:00+00,Restaurant,19806,0,0,U
2385517,04092021931,Circle K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016/02/29 05:00:00+00,Food Stand,19836,-78.83458707,35.74814473,M
2385518,04092018633,Starbucks,1017 CARRINGTON MILL BLVD,,MORRISVILLE,NC,27560,,2021/06/01 04:00:00+00,Restaurant,19846,-78.84206896,35.85728627,M
2385519,04092015836,TIJUANA FLATS #155,151 SE CARY  PKY ,,RALEIGH,NC,27511,(919) 468-6328,2010/12/01 05:00:00+00,Restaurant,19826,-78.78164258,35.75804335,M
2385520,04092017343,Clarion Pointe Wake Forest Food Service,12401 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-4007,2016/10/20 04:00:00+00,Restaurant,19848,-78.53961914,35.98418878,M
2385521,04092018063,Triangle Wine Company,4204 Lassiter RD ,,Holly Springs,NC,27540,(919) 267-9830,2019/02/27 05:00:00+00,Restaurant,19849,-78.79440661,35.66435998,M
2385522,04092018654,Bru's Public House,5433 Wade Park BLVD ,Ste 100,RALEIGH,NC,27607,(919) 977-8755,2021/06/16 04:00:00+00,Restaurant,19851,-78.7303442,35.80695603,M
2385523,04092017204,THE HICKORY TAVERN #26,1156 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-7802,2016/04/12 04:00:00+00,Restaurant,19853,-78.88929435,35.84836238,M
2385524,04092016908,COURTHOUSE DELI,316 FAYETTEVILLE ST.,,RALEIGH,NC,27601,,2015/04/20 04:00:00+00,Restaurant,19856,-78.63982973,35.7762647,M
2385525,04092017678,El Patron,421 CHAPANOKE RD ,STE 103,RALEIGH,NC,27603,(919) 803-0509,2017/09/18 04:00:00+00,Restaurant,19872,-78.65333581,35.73464573,M
2385526,04092015808,PIZZA SHACK,5621 LOUISBURG RD ,STE. 105,RALEIGH,NC,27616-5353,(919) 872-5400,2010/11/19 05:00:00+00,Restaurant,19878,-78.55796888,35.85459972,M
2385527,04092030396,Cue Burger (WCID #655),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 943-7074,2019/02/15 05:00:00+00,Mobile Food Units,19866,-78.64171063,35.75324624,M
2385528,04092030466,Fiori Trattoria (WCID #755),3536 DAVIS DR,,MORRISVILLE,NC,27560-8819,(919) 625-3303,2020/02/13 05:00:00+00,Mobile Food Units,19883,-78.84576194,35.81812076,M
2385529,04092018053,Skrimp Shack #21,7224 GB Alford HWY ,,HOLLY SPRINGS,NC,27540,(919) 335-3924,2019/02/12 05:00:00+00,Restaurant,19888,-78.83292783,35.63500069,M
2385530,04092018054,Which Wich #770,2808-100 Rogers RD ,,WAKE FOREST,NC,27587,(919) 761-5172,2019/02/08 05:00:00+00,Restaurant,19886,-78.52664419,35.95337257,M
2385531,04092025245,Papa John's #4960,130 W Holly Springs RD ,,Holly Springs,NC,27540,(919) 762-3747,2019/03/12 04:00:00+00,Food Stand,19892,-78.8358869,35.65576179,M
2385532,04092030463,The Spot (WCID # 752),3704 NEW BERN AVE,,RALEIGH,NC,27610,(919) 614-1736,2020/02/07 05:00:00+00,Mobile Food Units,19896,-78.57765765,35.7968366,M
2385533,04092021493,La Tapatia Tienda Mexicana,1700 St Albans DR ,,RALEIGH,NC,27609,(919) 954-4816,2007/12/07 05:00:00+00,Food Stand,19899,-78.61051607,35.83290448,M
2385534,04092016252,HAMPTON INN WAKE FOREST HOT BREAKFAST,12318 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 554-0222,2012/09/07 04:00:00+00,Restaurant,19908,-78.54222923,35.98108829,M
2385535,04092015239,Sunny's Diner,8710-104 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 787-7715,2008/09/25 04:00:00+00,Restaurant,19887,-78.74503936,35.88736454,M
2385536,04092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Restaurant,19916,-78.76561938,35.77485795,M
2385537,04092017824,Hibachi Express,1009 Stadium DR ,Suite 112,WAKE FOREST,NC,27587,(984) 237-1031,2018/03/23 04:00:00+00,Restaurant,19920,-78.52990327,35.98957106,M
2385538,04092017823,Triangle Springs Hospital Foodservice,10901 World Trade BLVD ,,RALEIGH,NC,27617,(919) 746-8900,2018/03/26 04:00:00+00,Restaurant,19922,-78.81422864,35.90306203,M
2385539,04092017819,Starbucks #11189,3800 Lake Boone TRL ,,RALEIGH,NC,27607,(919) 781-6211,2018/03/28 04:00:00+00,Restaurant,19925,-78.69378491,35.81617512,M
2385540,04092016783,PHO 919 VIETNAMESE CUISINE,3504 DAVIS DRIVE,,MORRISVILLE,NC,27560,(919) 377-0318,2014/10/09 04:00:00+00,Restaurant,19930,-78.84576194,35.81812076,M
2385541,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014/10/15 04:00:00+00,Food Stand,19931,-78.76561938,35.77485795,M
2385542,04092030571,Tacos Mama Chava #3 (WCID #844),4524 wake forest RD ,,RALEIGH,NC,27609,(919) 518-6710,2021/10/08 04:00:00+00,Mobile Food Units,19911,-78.6102724,35.84291835,M
2385543,04092018055,Habibi Grill,1007 Method RD ,,RALEIGH,NC,27606,(919) 986-1928,2019/02/15 05:00:00+00,Restaurant,19948,-78.69350876,35.78509108,M
2385544,04092018750,Fatboys Kitchen,4511 New Bern  AVE ,,Raleigh,NC,27610,(919) 900-8986,2021/12/02 05:00:00+00,Restaurant,19949,-78.55938498,35.79875761,M
2385545,04092030444,And Also With 'Cue (WCID #743),99 N Salisbury ST,,RALEIGH,NC,27603,(919) 832-4485,2019/10/11 04:00:00+00,Mobile Food Units,19959,-78.6407387,35.7809656,M
2385546,04092025386,FeltonFit @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610,(919) 491-7964,2021/09/21 04:00:00+00,Food Stand,19960,-78.56954783,35.79505367,M
2385547,04092030399,Papa Murphy's (WCID #690),3639 SW Cary PKY ,,CARY,NC,27513,(919) 462-6364,2019/03/05 05:00:00+00,Mobile Food Units,19973,-78.83800513,35.78180038,M
2385548,04092018073,Budacai,120 E Martin ST ,,RALEIGH,NC,27601,(919) 803-4005,2019/03/05 05:00:00+00,Restaurant,19984,-78.63713929,35.77657388,M
2385549,04092017815,Nandini,2711 NC Hwy 55 ,,Cary,NC,27519,(919) 367-6852,2018/03/09 05:00:00+00,Restaurant,19939,-78.87131578,35.78460717,M
2385550,04092015871,IMPERIAL GARDEN CHINESE RESTAURANT,7713 LEAD MINE RD ,STE 15,RALEIGH,NC,27615-4805,(919) 846-1988,2011/01/27 05:00:00+00,Restaurant,19990,-78.66044244,35.88617531,T
2385551,04092014706,Costco Wholesale #645 Food Court,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 04:00:00+00,Restaurant,19998,-78.62231539,35.81825512,M
2385552,04092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/06/05 04:00:00+00,Restaurant,20005,-78.61583871,35.68506655,M
2385553,04092018065,Firehouse Subs #1517,11704 Retail DR ,,WAKE FOREST,NC,27587,(919) 556-1010,2019/02/20 05:00:00+00,Restaurant,20011,-78.5434927,35.96629568,M
2385554,04092030393,Bowl Out (WCID #682),1025 Blue Ridge RD ,,RALEIGH,NC,27604,(919) 636-1182,2019/02/07 05:00:00+00,Mobile Food Units,20012,-78.71510697,35.79630808,M
2385555,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012/01/04 05:00:00+00,Restaurant,20014,-78.78870146,35.71809037,M
2385556,04092015380,CROSSROADS STADIUM 20 UNIT #1874,501 CAITBOO AVE ,,CARY,NC,27518,(919) 816-0220,2009/04/13 04:00:00+00,Restaurant,20019,-78.73520323,35.75834188,M
2385557,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014/07/11 04:00:00+00,Restaurant,20027,-78.74889113,35.76176667,M
2385558,04092110535,Apex High School Cafeteria,1501 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 387-2208 ext. 27229,2019/08/01 04:00:00+00,Public School Lunchrooms,20042,-78.83842419,35.74580662,M
2385559,04092018295,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2020/01/16 05:00:00+00,Restaurant,20047,-78.74823051,35.76313262,M
2385560,04092018413,Which Wich North Hills,4120 MAIN AT NORTH HILLS  ST ,STE 140,RALEIGH,NC,27609,(919) 786-9111,2020/07/28 04:00:00+00,Restaurant,20058,-78.64322734,35.83718022,M
2385561,04092016665,CHAR GRILL/SALSARITAS,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,(919) 840-7170,2014/04/11 04:00:00+00,Restaurant,20060,-78.78941432,35.8696795,M
2385562,04092015648,JAMAICAN GRILLE,5500 Atlantic Springs  RD ,STE 109,RALEIGH,NC,27616,(919) 873-0200,2010/06/18 04:00:00+00,Restaurant,20066,-78.59668856,35.85752531,M
2385563,04092018495,Al Baraka Grill,3815 Hillsborough ST ,,RALEIGH,NC,27607,(919) 838-5155,2020/11/16 05:00:00+00,Restaurant,20073,-78.68961815,35.7941927,M
2385564,04092025243,Little Caesars Express,102 Gregson DR ,,CARY,NC,27511,(919) 481-4493,2019/02/27 05:00:00+00,Food Stand,20083,-78.80543546,35.74005711,M
2385565,04092021377,Whole Foods Market Coffee Bar,3540 Wade AVE ,,RALEIGH,NC,27607,(919) 828-5805,2006/04/18 04:00:00+00,Food Stand,20088,-78.68558086,35.80212022,M
2385566,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016/05/05 04:00:00+00,Restaurant,20074,-78.78033581,35.91281167,M
2385567,04092017847,Zenfish Morrisville,9924 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 234-0914,2018/04/25 04:00:00+00,Restaurant,20100,-78.82063472,35.81480892,M
2385568,04092021980,Circle K #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 04:00:00+00,Food Stand,20102,-78.76848558,35.83028196,M
2385569,04092018071,Nancy's Pizzeria,8111-137 Creedmoor RD ,,RALEIGH,NC,27613,(919) 870-9777,2019/03/14 04:00:00+00,Restaurant,20085,-78.68081035,35.89754797,M
2385570,04092018155,Char-Grill Wake Forest,13600 CAPITAL BLVD,,WAKE FOREST,NC,27587,(919) 554-2000,2019/08/21 04:00:00+00,Restaurant,20103,-78.52002018,36.0046313,M
2385571,04092025375,Combopasta,311 ASHVILLE AVE,J,CARY,NC,27518,(919) 424-7176,2021/08/03 04:00:00+00,Food Stand,20105,-78.78493778,35.73790672,M
2385572,04092025271,Fujisan @ Sam's Club,2537 S SAUNDERS ST,,RALEIGH,NC,27603,(919) 839-1700,2019/07/12 04:00:00+00,Food Stand,20107,-78.64662127,35.75036941,M
2385573,04092021530,Papa John's,1516 Broad ST ,,FUQUAY VARINA,NC,27526,(919) 577-6565,2008/05/15 04:00:00+00,Food Stand,20089,-78.80360299,35.60359983,T
2385574,04092016716,The Wild Cook's Indian Grill,3212 Hillsborough St ,,RALEIGH,NC,27607,,2014/07/15 04:00:00+00,Restaurant,20110,-78.68001075,35.79120472,M
2385575,04092030427,Lee's Kitchen #2 (WCID #712),4638 CAPITAL BLVD,,RALEIGH,NC,27604-4478,(919) 673-5748,2019/07/03 04:00:00+00,Mobile Food Units,20118,-78.57926249,35.84833828,M
2385576,04092015755,FIESTA MEXICANA #6,428 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 346-1330,2011/06/17 04:00:00+00,Restaurant,20125,-78.83920919,35.6398791,M
2385577,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015/07/07 04:00:00+00,Restaurant,20126,-78.50924596,35.9788861,M
2385578,04092018670,Burger King #5719,3955 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-6415,2021/07/01 04:00:00+00,Restaurant,20128,-78.56962633,35.79960147,M
2385579,04092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,,CARY,NC,27511,(919) 465-2100,2011/03/09 05:00:00+00,Restaurant,20129,-78.76677132,35.77674815,M
2385580,04092018399,WHICH WICH OF PARK WEST,3301 VILLAGE MARKET  PL ,,MORRISVILLE,NC,27560,(919) 380-8424,2020/07/08 04:00:00+00,Restaurant,20138,-78.81800343,35.80772157,M
2385581,04092018317,Mission Beef and Brews,4801 Harbour Towne DR ,,RALEIGH,NC,27604,(919) 551-8185,2020/02/10 05:00:00+00,Restaurant,20141,-78.55468477,35.80720543,M
2385582,04092018765,Chick-fil-A #1760,6711 Knightdale  BLVD ,,KNIGHTDALE,NC,27545,(919) 217-6981,2021/12/21 05:00:00+00,Restaurant,20142,-78.50467914,35.79768435,M
2385583,04092015153,Starbucks,1380 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 557-0533,2008/06/24 04:00:00+00,Restaurant,20144,-78.77523409,35.59178475,M
2385584,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 04:00:00+00,Food Stand,20150,-78.65475896,35.72582345,M
2385585,04092021795,S & E Catering,3401 Carl Sandburg Court,,RALEIGH,NC,27610,(919) 212-8580,2014/06/10 04:00:00+00,Food Stand,20156,-78.57997193,35.78097497,M
2385586,04092017736,Clean Juice Parkwest,3035 Village Market PL ,,Morrisville,NC,27560,(919) 468-8286,2017/11/14 05:00:00+00,Restaurant,20172,-78.81851309,35.80675172,M
2385587,04092018608,Em's Cafe and Catering,1904 NW MAYNARD RD,102,CARY,NC,27513,(919) 377-8030,2021/04/26 04:00:00+00,Restaurant,20173,-78.79490368,35.79887622,M
2385588,04092018510,Thaiphoon Bistro,7496 CREEDMOOR RD,,RALEIGH,NC,27613,(919) 917-7988,2020/12/21 05:00:00+00,Restaurant,20190,-78.67820041,35.88787167,M
